2.600000000000000089e-01,2.610000000000000098e-01,2.565000000000000058e-01,2.570009999999999795e-01,2.579000000000000181e-01,2.590000000000000080e-01,2.639980000000000104e-01,2.606680000000000108e-01,2.589400000000000035e-01,2.582650000000000223e-01,2.557050000000000156e-01,2.558750000000000191e-01,2.558115000000000250e-01,2.561599999999999988e-01,2.552499999999999769e-01,2.559004999999999752e-01,2.561534999999999784e-01,2.568960000000000132e-01,2.555695000000000050e-01,2.491049999999999931e-01,2.515899999999999803e-01,2.512550000000000061e-01,2.539150000000000018e-01,2.526100000000000012e-01,3.197797966317903250e+07
2.515000000000000013e-01,2.474764999999999882e-01,2.434000000000000052e-01,2.507499999999999729e-01,2.489540000000000086e-01,2.481170000000000042e-01,2.485179999999999889e-01,2.460144999999999971e-01,2.458599999999999952e-01,2.511375000000000135e-01,2.505974999999999731e-01,2.502624999999999988e-01,2.493875000000000119e-01,2.484849999999999004e-01,2.506734999999999935e-01,2.513549999999999951e-01,2.516025000000000067e-01,2.481480000000000075e-01,2.495825000000000127e-01,2.528814999999999813e-01,2.532429999999999959e-01,2.535275000000000167e-01,2.555534999999999890e-01,2.585890000000000133e-01,4.855255188924863935e+07
2.604659999999999753e-01,2.606589999999999741e-01,2.616850000000000009e-01,2.671649999999999858e-01,2.736489999999999756e-01,2.732125000000000248e-01,2.716620000000000146e-01,2.680914999999999826e-01,2.663329999999999864e-01,2.652995000000000214e-01,2.619500000000000162e-01,2.625135000000000107e-01,2.623039999999999816e-01,2.639090000000000047e-01,2.638260000000000050e-01,2.675985000000000169e-01,2.714095000000000257e-01,2.696965000000000057e-01,2.692645000000000177e-01,2.701494999999999869e-01,2.722950000000000093e-01,2.736505000000000187e-01,2.687999999999999834e-01,2.691000000000000059e-01,7.319329320800507069e+07
2.691005000000000202e-01,2.691199999999999148e-01,2.706689999999999929e-01,2.775449999999999862e-01,2.842045000000000265e-01,2.791079999999999117e-01,2.788900000000000268e-01,2.703074999999999783e-01,2.746044999999999736e-01,2.780070000000000041e-01,2.767824999999999869e-01,2.754099999999999882e-01,2.773074999999999846e-01,2.833499999999999908e-01,2.850455000000000072e-01,2.864700000000000024e-01,2.860550000000000037e-01,2.858939999999999815e-01,2.850650000000000128e-01,2.879789999999999850e-01,2.922344999999998971e-01,2.946420000000000150e-01,2.972849999999999104e-01,2.948649999999999882e-01,9.595205177128222585e+07
2.975275000000000003e-01,2.967109999999998915e-01,3.015390000000000015e-01,3.010249999999999870e-01,2.918045000000000222e-01,2.950650000000000217e-01,2.962500000000000133e-01,2.960895000000000055e-01,2.964114999999999944e-01,2.994445000000000023e-01,2.951340000000000074e-01,2.859499999999999820e-01,2.790785000000000071e-01,2.763975000000000182e-01,2.775695000000000245e-01,2.806235000000000257e-01,2.808880000000000265e-01,2.832235000000000169e-01,2.908000000000000029e-01,2.822149999999999936e-01,2.816775000000000251e-01,2.843025000000000135e-01,2.830550000000000010e-01,2.798399999999999777e-01,1.307298955728302449e+08
2.815949999999999842e-01,2.827304999999999957e-01,2.872310000000000141e-01,2.806099999999999151e-01,2.796000000000000152e-01,2.840909999999999824e-01,2.811535000000000006e-01,2.812259999999999760e-01,2.818410000000000082e-01,2.870739999999999958e-01,2.855714999999999781e-01,2.916670000000000096e-01,2.897819999999999840e-01,2.937000000000000166e-01,2.933304999999999940e-01,2.879355000000000109e-01,2.885685000000000056e-01,2.928520000000000012e-01,2.903954999999999731e-01,2.898819999999999730e-01,2.909249999999999892e-01,2.908815000000000150e-01,2.871765000000000012e-01,2.887644999999999795e-01,7.058512694088101387e+07
2.890840000000000076e-01,2.864479999999999804e-01,2.821099999999999164e-01,2.835799999999999987e-01,2.834059999999999913e-01,2.840814999999999868e-01,2.834860000000000158e-01,2.822810000000000041e-01,2.827655000000000030e-01,2.853100000000000080e-01,2.869999999999999774e-01,2.870099999999999874e-01,2.856254999999999766e-01,2.850630000000000108e-01,2.867675000000000085e-01,2.862929999999999087e-01,2.862604999999999733e-01,2.854740000000000055e-01,2.854634999999999811e-01,2.851495000000000002e-01,2.841314999999999813e-01,2.840770000000000239e-01,2.827049999999999841e-01,2.838835000000000108e-01,5.429890560902556032e+07
2.860249999999999737e-01,2.877644999999999786e-01,2.879219999999999002e-01,2.944990000000000108e-01,2.975849999999999884e-01,2.975639999999999952e-01,2.972434999999999938e-01,3.023000000000000131e-01,2.994999999999999885e-01,2.971074999999999133e-01,2.957359999999999989e-01,2.978505000000000180e-01,2.982075000000000142e-01,2.993055000000000021e-01,3.131169999999999787e-01,3.150189999999999935e-01,3.023950000000000249e-01,3.085435000000000261e-01,3.117774999999999852e-01,3.108310000000000239e-01,3.143684999999999952e-01,3.187614999999999754e-01,3.184919999999999973e-01,3.169164999999999899e-01,1.285122382787559181e+08
3.157225000000000170e-01,3.146795000000000009e-01,3.101154999999999884e-01,3.024924999999999975e-01,3.050629999999999731e-01,3.022504999999999775e-01,2.813255000000000061e-01,2.732449999999999046e-01,2.849805000000000255e-01,2.876754999999999729e-01,2.899444999999999939e-01,2.791649999999999965e-01,2.776799999999999824e-01,2.721659999999999080e-01,2.769610000000000127e-01,2.783344999999999847e-01,2.702410000000000090e-01,2.668634999999999757e-01,2.747704999999999731e-01,2.703764999999999086e-01,2.807385000000000019e-01,2.763869999999999938e-01,2.765144999999999964e-01,2.836365000000000136e-01,1.560477839624403119e+08
2.859315000000000051e-01,2.737554999999999850e-01,2.687410000000000077e-01,2.647384999999999877e-01,2.657950000000000035e-01,2.706270000000000064e-01,2.689444999999999752e-01,2.745489999999999875e-01,2.741589999999999860e-01,2.708455000000000168e-01,2.739190000000000236e-01,2.663699999999999957e-01,2.685744999999999938e-01,2.723400000000000265e-01,2.735374999999999890e-01,2.782450000000000201e-01,2.745854999999999824e-01,2.745449999999999835e-01,2.760965000000000225e-01,2.813260000000000205e-01,2.801224999999999965e-01,2.789349999999999885e-01,2.786775000000000224e-01,2.874694999999999889e-01,9.427458085624860227e+07
