1.182000000000000000e+03,1.182000000000000000e+03,1.496000000000000000e+03,1.496000000000000000e+03,1.100200000000000045e+03,1.100200000000000045e+03,1.100200000000000045e+03,1.100200000000000045e+03,1.488000000000000000e+03,1.478000000000000000e+03,1.079599999999999909e+03,1.079599999999999909e+03,1.079599999999999909e+03,1.476900000000000091e+03,1.476900000000000091e+03,1.398000000000000000e+03,1.398000000000000000e+03,1.398000000000000000e+03,1.398000000000000000e+03,1.398000000000000000e+03,1.063400000000000091e+03,1.063400000000000091e+03,1.063400000000000091e+03,1.063400000000000091e+03,4.048008194000000515e+01
1.063400000000000091e+03,1.063400000000000091e+03,1.063400000000000091e+03,1.063400000000000091e+03,1.399900000000000091e+03,1.399900000000000091e+03,1.399900000000000091e+03,1.399900000000000091e+03,1.399900000000000091e+03,1.356000000000000000e+03,1.021000000000000000e+03,1.021000000000000000e+03,1.021000000000000000e+03,1.021000000000000000e+03,1.021000000000000000e+03,1.021000000000000000e+03,1.155000000000000000e+03,1.022000000000000000e+03,9.790000000000000000e+02,9.790000000000000000e+02,9.790000000000000000e+02,9.790000000000000000e+02,9.790000000000000000e+02,9.790000000000000000e+02,3.055535317899999654e+02
1.008100000000000023e+03,1.008100000000000023e+03,9.842000000000000455e+02,9.842000000000000455e+02,9.842000000000000455e+02,1.018799999999999955e+03,1.018799999999999955e+03,1.018799999999999955e+03,1.018799999999999955e+03,9.342999999999999545e+02,1.050900000000000091e+03,1.050900000000000091e+03,1.094900000000000091e+03,1.094900000000000091e+03,1.094900000000000091e+03,1.094900000000000091e+03,1.094900000000000091e+03,1.094900000000000091e+03,1.094900000000000091e+03,1.094900000000000091e+03,9.302000000000000455e+02,9.302000000000000455e+02,9.302000000000000455e+02,9.302000000000000455e+02,1.635793640699999969e+02
9.302000000000000455e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.398999999999999773e+02,9.614700000000000273e+02,9.503799999999999955e+02,9.503799999999999955e+02,9.503799999999999955e+02,5.775338020400001824e+02
9.503799999999999955e+02,9.503799999999999955e+02,9.503799999999999955e+02,9.503799999999999955e+02,9.503799999999999955e+02,9.503799999999999955e+02,9.598799999999999955e+02,9.232100000000000364e+02,9.232100000000000364e+02,9.232100000000000364e+02,9.232100000000000364e+02,9.355900000000000318e+02,9.355900000000000318e+02,9.355900000000000318e+02,9.355900000000000318e+02,9.352500000000000000e+02,9.352500000000000000e+02,9.352500000000000000e+02,9.352500000000000000e+02,9.352500000000000000e+02,9.352500000000000000e+02,9.729900000000000091e+02,9.729900000000000091e+02,9.729900000000000091e+02,1.125635980380000319e+03
9.729900000000000091e+02,9.729900000000000091e+02,9.729900000000000091e+02,9.729900000000000091e+02,9.729900000000000091e+02,9.729900000000000091e+02,9.729900000000000091e+02,9.729900000000000091e+02,9.546499999999999773e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,9.561900000000000546e+02,2.405378075799999351e+02
9.561900000000000546e+02,9.259299999999999500e+02,9.259299999999999500e+02,9.259299999999999500e+02,9.206000000000000227e+02,9.155800000000000409e+02,9.155800000000000409e+02,9.155800000000000409e+02,8.944400000000000546e+02,8.944400000000000546e+02,9.097899999999999636e+02,9.097899999999999636e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.955099999999999909e+02,8.298999243999998043e+01
8.955099999999999909e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.756100000000000136e+02,8.793600000000000136e+02,8.793600000000000136e+02,8.793600000000000136e+02,8.793600000000000136e+02,8.793600000000000136e+02,9.026799999999999500e+02,9.026799999999999500e+02,9.514900000000000091e+02,8.960399999999999636e+02,1.286482203599999821e+02
8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,3.743999999999999204e+02
8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.960399999999999636e+02,8.729199999999999591e+02,8.729199999999999591e+02,8.729199999999999591e+02,8.810000000000000000e+02,8.810000000000000000e+02,8.810000000000000000e+02,8.810000000000000000e+02,8.810000000000000000e+02,8.810000000000000000e+02,8.810000000000000000e+02,9.235900000000000318e+02,9.235900000000000318e+02,9.502000000000000455e+02,9.502000000000000455e+02,9.238999999999999773e+02,9.238999999999999773e+02,9.238999999999999773e+02,9.238999999999999773e+02,9.238999999999999773e+02,9.238999999999999773e+02,5.519813652499999534e+02
