0.000000000000000000e+00,3.359042542078368565e-05,-8.561122957926713998e-08,2.975397081065762355e-09,6.134969325153299784e-03
0.000000000000000000e+00,8.713317118951278181e-05,9.059672200874470257e-07,2.438717952298568286e-08,-1.757469244288300094e-03
0.000000000000000000e+00,1.712800420972507002e-05,2.883555927439230248e-08,9.467814764538687402e-10,-7.000350017500999583e-04
0.000000000000000000e+00,6.224068426993879354e-05,1.804816806158862768e-07,8.155784726720403317e-09,1.461454146875999912e-03
0.000000000000000000e+00,6.782947322208479949e-05,1.825287875652708530e-07,1.135841360564621841e-08,-2.168413444163499928e-03
0.000000000000000000e+00,1.011466898682235449e-05,3.048784493623786939e-08,3.526150769020876531e-10,-1.808972503617800077e-03
0.000000000000000000e+00,6.556467566410321274e-04,1.324751837894563793e-05,7.827462371961437662e-07,3.367003367003000179e-04
0.000000000000000000e+00,1.148593463176570664e-04,4.572732676718376389e-07,3.268756286342939476e-08,-5.582693649685900247e-03
0.000000000000000000e+00,6.224525870834642365e-05,3.161291089204706039e-07,9.032218419124190322e-09,1.779992880028599895e-03
0.000000000000000000e+00,3.172164547804768339e-04,1.557050725890224182e-06,1.494010031809121952e-07,7.315288953915000461e-04
0.000000000000000000e+00,4.868103531337217776e-05,4.344362153828423012e-09,4.709658826036283276e-09,-3.264417845484100193e-03
0.000000000000000000e+00,2.122280680419736548e-04,8.366214366836835477e-08,6.593832368811454306e-08,-2.196997436836299784e-03
0.000000000000000000e+00,3.823580047001180217e-04,3.698675373346320618e-06,3.917573819927894613e-07,2.759164367362999977e-03
0.000000000000000000e+00,4.452270812407677596e-05,5.293077610400278230e-08,6.051207680034866736e-09,-1.255060728744919994e-02
0.000000000000000000e+00,1.808984976962381733e-04,2.312064311765477743e-06,9.080537383458016130e-08,1.560671088568200103e-03
0.000000000000000000e+00,6.259482020558155787e-05,4.706458369681879527e-08,7.079332380278725590e-09,-1.170046801871999897e-03
0.000000000000000000e+00,4.755294045333877519e-05,-5.442270890504722965e-08,4.451760138169077635e-09,0.000000000000000000e+00
0.000000000000000000e+00,6.346059048698850756e-05,-3.466563089685886830e-08,7.711404930861538289e-09,-5.371900826446200303e-03
0.000000000000000000e+00,2.477076847203017645e-05,5.998871504962703223e-08,1.448887563837795479e-09,1.609657947686000002e-03
0.000000000000000000e+00,2.675761262089509178e-05,5.393505702891689206e-08,2.103567259296756480e-09,1.589825119236900090e-03
0.000000000000000000e+00,2.153212314876479935e-05,6.214917955798148196e-08,1.445224385351770024e-09,3.866976024748000032e-04
0.000000000000000000e+00,1.299656328762874887e-04,2.009932501252119428e-07,2.452841542537437384e-08,-1.493651979088999899e-03
0.000000000000000000e+00,1.705675188104489154e-04,7.762050235812343114e-07,6.772795043613204998e-08,-7.465472191113999966e-04
0.000000000000000000e+00,2.650374228347848827e-05,1.036668295225187528e-08,1.964715514652241474e-09,7.630675314763999762e-04
0.000000000000000000e+00,7.861060163846813839e-05,2.276305561161917042e-07,1.498387439607158365e-08,3.900156006239999837e-04
0.000000000000000000e+00,2.817586935617853771e-04,1.697687836746150041e-06,1.373851072360276102e-07,3.932363350373999913e-04
0.000000000000000000e+00,4.283020276971870121e-05,7.070462423787352924e-08,4.570339237374026310e-09,-2.377179080823999934e-03
0.000000000000000000e+00,1.968773275662838635e-04,-3.801025115166113489e-07,1.185306711131075541e-07,4.066693777958999977e-04
0.000000000000000000e+00,6.242216065221213442e-05,4.776203234751041865e-07,1.500539775955658431e-08,1.607717041800900025e-03
0.000000000000000000e+00,1.944402760163475429e-04,-1.283051723857118034e-07,8.532499391521898616e-08,8.067473414008000110e-03
0.000000000000000000e+00,7.584551811360589531e-05,1.527950150724461862e-07,1.612618351946808833e-08,-1.029355699580620023e-02
0.000000000000000000e+00,1.125437141432245438e-03,-2.649093881826128925e-05,2.358177510823626970e-06,-1.183644189383070006e-02
0.000000000000000000e+00,1.947528996330488184e-03,9.394146874891110650e-05,1.026842399621476778e-05,1.417738212990440026e-02
0.000000000000000000e+00,2.937511814107215415e-04,3.219268324618425222e-06,2.106884021559047679e-07,3.668602873738900216e-03
0.000000000000000000e+00,6.308892115078821011e-04,3.576850185824749244e-06,1.257681729156812422e-06,-1.255492780916500064e-03
0.000000000000000000e+00,1.376313984880790523e-04,6.524561814390152417e-07,7.698855010536426552e-08,-1.317157712305029940e-02
0.000000000000000000e+00,7.037439765802884798e-05,9.242789409754183745e-08,1.316392466468362675e-08,5.768578215133900178e-03
0.000000000000000000e+00,2.612588936591286838e-04,4.061142164446393162e-06,2.041155855645262599e-07,1.613423685059700054e-03
0.000000000000000000e+00,4.880295426827904552e-05,1.395474299607201145e-07,9.316723762421652575e-09,-2.671118530884700019e-03
0.000000000000000000e+00,8.318764121638913707e-05,-3.013022687758484569e-07,1.326145872750691626e-08,1.323626737260000068e-03
0.000000000000000000e+00,4.851498139013062278e-05,-1.136015317661033495e-07,5.580133967143064106e-09,0.000000000000000000e+00
0.000000000000000000e+00,4.232104502113065984e-05,2.180864237603345300e-07,5.785969110978904141e-09,9.969061533172800596e-03
0.000000000000000000e+00,2.669520533926790531e-05,9.320561932510317171e-08,2.028174655112917797e-09,-2.972258916776800066e-03
0.000000000000000000e+00,7.813303165848623584e-05,2.821653184844816183e-07,1.289404539464911992e-08,3.350083752093000193e-04
0.000000000000000000e+00,1.163428582960003853e-04,-2.603868927883333187e-06,8.640937592332549611e-08,-1.104972375690600056e-02
0.000000000000000000e+00,7.296066504025475142e-05,6.586047389172144605e-07,2.135156595399327197e-08,-9.655616350176999705e-04
0.000000000000000000e+00,1.699881231018407864e-05,-5.876282895517233298e-08,8.827921429491180126e-10,-6.379585326954000449e-04
0.000000000000000000e+00,4.538844188079004893e-05,1.384969233857049076e-07,4.506753465980089087e-09,2.541296060990900010e-03
0.000000000000000000e+00,1.030182936356726676e-03,3.235377688694349597e-05,3.289717153790415884e-06,7.544797233574199700e-03
0.000000000000000000e+00,4.684747780452290749e-04,4.935681079949292375e-06,5.003267014866722872e-07,-2.952465308531999791e-04
0.000000000000000000e+00,8.725393553862431141e-05,-5.238024311751766797e-07,1.686481120980826285e-08,1.771479185119700017e-03
0.000000000000000000e+00,4.044786931849449630e-05,2.182570352696491418e-07,5.253676862747245971e-09,-1.477104874446100082e-03
0.000000000000000000e+00,4.657822058673264347e-05,-1.084194791560373027e-08,4.049841472446726095e-09,1.230012300122900002e-03
